Reporting starts,Reporting ends,Campaign,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install,Cost per mobile app action,Desktop app installs,Desktop app engagement,Cost per desktop app install,Cost per desktop app engagement,Post reactions,Post comments,Post shares
2015-07-08,2015-07-08,49,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,50,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,46,inactive,2,,2.925,,,,,,,,
2015-07-08,2015-07-08,53,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,48,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,44,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,49,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,54,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,50,inactive,3,,1.966666667,,,,,,,,
2015-07-07,2015-07-07,55,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,52,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,56,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,47,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,44,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,53,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,48,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,45,inactive,7,,2.927142857,,,,,,,,
2015-07-06,2015-07-06,54,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,48,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,49,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,52,inactive,1,,2.26,,,,,,,,
2015-07-06,2015-07-06,55,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,50,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,44,inactive,4,,0.9375,,,,,,,,
2015-07-06,2015-07-06,46,inactive,2,,2.915,,,,,,,,
2015-07-06,2015-07-06,47,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,56,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,53,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,56,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,49,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,48,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,53,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,54,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,50,inactive,3,,2.87,,,,,,,,
2015-07-05,2015-07-05,52,inactive,1,,2.33,,,,,,,,
2015-07-05,2015-07-05,55,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,46,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,56,inactive,1,,3,,,,,,,,
2015-07-04,2015-07-04,45,inactive,1,,2.99,,,,,,,,
2015-07-04,2015-07-04,46,inactive,1,,2.93,,,,,,,,
2015-07-04,2015-07-04,51,inactive,10,,2.048,,,,,,,,
2015-07-04,2015-07-04,47,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,50,inactive,2,,2.645,,,,,,,,
2015-07-04,2015-07-04,48,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,49,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,54,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,52,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,46,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,53,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,52,inactive,1,,2.13,,,,,,,,
2015-07-03,2015-07-03,48,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,47,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,55,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,56,inactive,2,,1.485,,,,,,,,
2015-07-03,2015-07-03,49,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,54,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,45,inactive,2,,2.465,,,,,,,,
2015-07-02,2015-07-02,46,inactive,1,,3,,,,,,,,
2015-07-02,2015-07-02,49,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,54,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,53,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,56,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,45,inactive,2,,1.47,,,,,,,,
2015-07-02,2015-07-02,55,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,44,inactive,1,,2.97,,,,,,,,
2015-07-02,2015-07-02,50,inactive,1,,2.99,,,,,,,,
2015-07-02,2015-07-02,52,inactive,2,,2.375,,,,,,,,
2015-07-02,2015-07-02,48,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,51,inactive,2,,2.985,,,,,,,,
2015-07-01,2015-07-01,49,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,46,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,48,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,47,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,45,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,55,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,54,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,56,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,51,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,54,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,55,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,50,inactive,4,,1.43,,,,,,,,
2015-06-30,2015-06-30,44,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,53,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,45,inactive,2,,1.5,,,,,,,,
2015-06-30,2015-06-30,47,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,48,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,56,inactive,1,,0,,,,,,,,
2015-06-30,2015-06-30,49,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,52,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,45,inactive,5,,2.816,,,,,,,,
2015-06-29,2015-06-29,44,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,53,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,54,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,55,inactive,1,,0,,,,,,,,
2015-06-29,2015-06-29,49,inactive,1,,0,,,,,,,,
2015-06-29,2015-06-29,52,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,50,inactive,12,,2.385833333,,,,,,,,
2015-06-29,2015-06-29,48,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,46,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,52,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,45,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,53,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,54,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,56,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,55,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,47,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,48,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,51,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,49,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,50,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,44,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,52,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,50,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,48,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,47,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,44,inactive,2,,2.99,,,,,,,,
2015-06-23,2015-06-23,53,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,56,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,54,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,49,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,45,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,51,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,52,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,56,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,47,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,55,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,48,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,44,inactive,3,,1.993333333,,,,,,,,
2015-06-22,2015-06-22,45,inactive,1,,0.03,,,,,,,,
2015-06-22,2015-06-22,53,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,54,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,50,inactive,2,,1.485,,,,,,,,
2015-06-22,2015-06-22,49,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,48,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,52,inactive,5,,2.304,,,,,,,,
2015-06-21,2015-06-21,56,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,54,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,53,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,55,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,44,inactive,2,,2.78,,,,,,,,
2015-06-21,2015-06-21,47,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,49,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,45,inactive,1,,2.91,,,,,,,,
2015-06-20,2015-06-20,50,inactive,3,,2.816666667,,,,,,,,
2015-06-20,2015-06-20,53,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,44,inactive,3,,1.996666667,,,,,,,,
2015-06-20,2015-06-20,51,inactive,1,,2.77,,,,,,,,
2015-06-20,2015-06-20,56,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,55,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,48,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,54,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,47,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,49,inactive,1,,2.45,,,,,,,,
2015-06-19,2015-06-19,48,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,44,inactive,6,,2.783333333,,,,,,,,
2015-06-19,2015-06-19,56,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,54,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,49,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,50,inactive,4,,1.3275,,,,,,,,
2015-06-19,2015-06-19,45,inactive,2,,1.47,,,,,,,,
2015-06-19,2015-06-19,55,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,47,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,52,inactive,3,,2.393333333,,,,,,,,
2015-06-18,2015-06-18,56,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,53,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,52,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,44,inactive,3,,1.983333333,,,,,,,,
2015-06-18,2015-06-18,45,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,51,inactive,4,,0.75,,,,,,,,
2015-06-18,2015-06-18,55,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,49,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,54,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,48,inactive,1,,2.5,,,,,,,,
2015-06-18,2015-06-18,47,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,51,inactive,1,,1.64,,,,,,,,
2015-06-17,2015-06-17,49,inactive,1,,0,,,,,,,,
2015-06-17,2015-06-17,54,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,50,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,48,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,45,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,56,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,53,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,44,inactive,2,,1.39,,,,,,,,
2015-06-17,2015-06-17,55,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,47,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,48,inactive,1,,0,,,,,,,,
2015-06-16,2015-06-16,55,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,52,inactive,1,,2.28,,,,,,,,
2015-06-16,2015-06-16,49,inactive,2,,1.235,,,,,,,,
2015-06-16,2015-06-16,51,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,45,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,56,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,50,inactive,2,,1.08,,,,,,,,
2015-06-16,2015-06-16,47,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,54,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,49,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,47,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,50,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,54,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,51,inactive,2,,2.195,,,,,,,,
2015-06-15,2015-06-15,44,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,48,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,47,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,51,inactive,3,,2.69,,,,,,,,
2015-06-14,2015-06-14,49,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,48,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,54,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,44,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,54,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,50,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,47,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,51,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,44,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,48,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,50,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,44,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,54,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,51,inactive,1,,2.29,,,,,,,,
2015-06-12,2015-06-12,47,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,50,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,54,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,47,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,51,inactive,3,,1.616666667,,,,,,,,
2015-06-11,2015-06-11,44,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,54,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,51,inactive,1,,2.68,,,,,,,,
2015-06-10,2015-06-10,50,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,47,inactive,1,,3.13,,,,,,,,
2015-06-09,2015-06-09,51,inactive,4,,1.265,,,,,,,,
2015-06-09,2015-06-09,47,inactive,1,,0,,,,,,,,
2015-07-06,2015-07-06,57,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,57,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,57,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,57,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,57,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,57,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,57,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,57,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,57,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,57,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,57,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,57,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,57,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,57,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,57,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,57,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,57,inactive,,,,,,,,,,,
2016-04-01,2016-04-01,58,inactive,13,,0.56,,,,,,,,
2016-03-18,2016-03-18,58,inactive,18,,0.9055555556,,,,,,,,
2016-03-15,2016-03-15,58,inactive,25,,0.652,,,,,,,,
2016-03-02,2016-03-02,58,inactive,22,,0.7409090909,,,,,,,1,
2016-01-31,2016-01-31,58,inactive,50,,0.6598,,,,,,,,1
2015-12-24,2015-12-24,58,inactive,12,,1.573333333,,,,,,,,
2015-09-22,2015-09-22,58,inactive,27,,1.217407407,,,,,,,,
2015-07-16,2015-07-16,58,inactive,,,,,,,,,,,
2015-07-15,2015-07-15,58,inactive,,,,,,,,,,,
2015-07-14,2015-07-14,58,inactive,,,,,,,,,,,
2015-07-13,2015-07-13,58,inactive,,,,,,,,,,,
2015-07-12,2015-07-12,58,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,59,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,60,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,61,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,58,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,58,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,59,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,61,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,62,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,60,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,61,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,59,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,63,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,60,inactive,1,,2.9,,,,,,,,
2015-07-08,2015-07-08,64,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,62,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,59,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,60,inactive,2,,1.45,,,,,,,,
2015-07-07,2015-07-07,61,inactive,3,,1.636666667,,,,,,,,
2015-07-07,2015-07-07,65,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,66,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,63,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,58,inactive,1,,2.44,,,,,,,,
2015-07-07,2015-07-07,64,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,67,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,61,inactive,8,,1.54125,,,,,,,,
2015-07-06,2015-07-06,59,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,65,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,66,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,67,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,64,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,62,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,68,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,63,inactive,1,,2.49,,,,,,,,
2015-07-06,2015-07-06,60,inactive,2,,2.69,,,,,,,,
2015-07-06,2015-07-06,58,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,63,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,58,inactive,2,,2.41,,,,,,,,
2015-07-05,2015-07-05,66,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,65,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,59,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,62,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,68,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,67,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,64,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,61,inactive,6,,2.446666667,,,,,,,,
2015-07-05,2015-07-05,60,inactive,2,,2.5,,,,,,,,
2015-07-04,2015-07-04,61,inactive,3,,2.973333333,,,,,,,,
2015-07-04,2015-07-04,63,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,65,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,58,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,66,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,68,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,65,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,68,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,58,inactive,2,,2.355,,,,,,,,
2015-07-03,2015-07-03,66,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,62,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,63,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,63,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,65,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,66,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,68,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,58,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,60,inactive,1,,2.46,,,,,,,,
2015-07-01,2015-07-01,68,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,65,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,66,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,60,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,63,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,58,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,69,inactive,15,,2.721333333,,,,,,,,
2015-06-30,2015-06-30,65,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,64,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,63,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,67,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,66,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,58,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,60,inactive,1,,2.5,,,,,,,,
2015-06-30,2015-06-30,68,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,67,inactive,1,,0,,,,,,,,
2015-06-29,2015-06-29,58,inactive,1,,0,,,,,,,,
2015-06-29,2015-06-29,66,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,62,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,60,inactive,2,,2.165,,,,,,,,
2015-06-29,2015-06-29,68,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,65,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,63,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,61,inactive,13,,2.259230769,,,,,,,,
2015-06-28,2015-06-28,60,inactive,1,,2.41,,,,,,,,
2015-06-28,2015-06-28,58,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,61,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,66,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,68,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,69,inactive,3,,1.36,,,,,,,,
2015-06-28,2015-06-28,63,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,65,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,68,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,58,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,59,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,63,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,65,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,69,inactive,1,,2.97,,,,,,,,
2015-06-23,2015-06-23,61,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,60,inactive,1,,2.49,,,,,,,,
2015-06-22,2015-06-22,66,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,63,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,58,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,61,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,68,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,60,inactive,1,,2.49,,,,,,,,
2015-06-22,2015-06-22,69,inactive,8,,2.47375,,,,,,,,
2015-06-22,2015-06-22,62,inactive,,,,,,,,,,,
