Reporting starts,Reporting ends,Campaign,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install,Cost per mobile app action,Desktop app installs,Desktop app engagement,Cost per desktop app install,Cost per desktop app engagement,Post reactions,Post comments,Post shares
2015-06-22,2015-06-22,59,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,65,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,64,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,64,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,66,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,62,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,58,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,65,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,63,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,61,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,59,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,68,inactive,1,,2.8,,,,,,,,
2015-06-21,2015-06-21,60,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,67,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,68,inactive,1,,0.43,,,,,,,,
2015-06-20,2015-06-20,69,inactive,4,,1.0125,,,,,,,,
2015-06-20,2015-06-20,61,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,64,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,59,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,63,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,60,inactive,1,,2.05,,,,,,,,
2015-06-20,2015-06-20,58,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,66,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,65,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,60,inactive,2,,2.44,,,,,,,,
2015-06-19,2015-06-19,64,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,58,inactive,1,,0,,,,,,,,
2015-06-19,2015-06-19,66,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,69,inactive,2,,2.97,,,,,,,,
2015-06-19,2015-06-19,65,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,68,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,63,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,61,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,58,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,59,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,65,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,66,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,61,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,67,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,63,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,69,inactive,2,,2.87,,,,,,,,
2015-06-18,2015-06-18,60,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,68,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,60,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,69,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,64,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,66,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,63,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,65,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,68,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,61,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,58,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,59,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,63,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,58,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,61,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,68,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,66,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,65,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,59,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,64,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,60,inactive,1,,0,,,,,,,,
2015-06-16,2015-06-16,69,inactive,1,,2.41,,,,,,,,
2015-06-15,2015-06-15,59,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,68,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,63,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,65,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,61,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,69,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,58,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,66,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,70,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,64,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,64,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,59,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,61,inactive,1,,3.75,,,,,,,,
2015-06-14,2015-06-14,68,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,63,inactive,1,,0.2,,,,,,,,
2015-06-14,2015-06-14,65,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,62,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,58,inactive,,,,,,,,,,1,
2015-06-13,2015-06-13,61,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,64,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,63,inactive,1,,2.38,,,,,,,,
2015-06-13,2015-06-13,68,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,69,inactive,2,,2.475,,,,,,,,
2015-06-13,2015-06-13,66,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,58,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,65,inactive,1,,2.51,,,,,,,,
2015-06-12,2015-06-12,61,inactive,1,,3.42,,,,,,,,
2015-06-12,2015-06-12,69,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,68,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,58,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,63,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,59,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,65,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,65,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,63,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,58,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,61,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,62,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,59,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,64,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,69,inactive,2,,2.05,,,,,,,,
2015-06-11,2015-06-11,68,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,66,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,65,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,69,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,67,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,66,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,64,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,58,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,61,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,62,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,68,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,59,inactive,,,,,,,,,,,
2015-06-10,2015-06-10,63,inactive,,,,,,,,,,,
2015-06-09,2015-06-09,68,inactive,,,,,,,,,,,
2015-06-09,2015-06-09,58,inactive,,,,,,,,,,,
2015-06-09,2015-06-09,69,inactive,1,,1.28,,,,,,,,
2015-06-09,2015-06-09,66,inactive,,,,,,,,,,,
2015-06-09,2015-06-09,63,inactive,,,,,,,,,,,
2015-06-09,2015-06-09,65,inactive,1,,2.46,,,,,,,,
2015-06-09,2015-06-09,64,inactive,,,,,,,,,,,
2015-06-09,2015-06-09,62,inactive,,,,,,,,,,,
2015-06-08,2015-06-08,67,inactive,,,,,,,,,,,
2015-06-08,2015-06-08,65,inactive,1,,2.46,,,,,,,,
2015-06-08,2015-06-08,64,inactive,,,,,,,,,,,
2015-06-08,2015-06-08,63,inactive,1,,1.73,,,,,,,,
2015-06-08,2015-06-08,66,inactive,,,,,,,,,,,
2015-06-07,2015-06-07,67,inactive,,,,,,,,,,,
2015-06-07,2015-06-07,63,inactive,,,,,,,,,,,
2015-06-07,2015-06-07,70,inactive,,,,,,,,,,,
2015-06-07,2015-06-07,64,inactive,,,,,,,,,,,
2015-06-07,2015-06-07,66,inactive,,,,,,,,,,,
2015-06-07,2015-06-07,65,inactive,,,,,,,,,,,
2015-06-06,2015-06-06,64,inactive,,,,,,,,,,,
2015-06-06,2015-06-06,63,inactive,1,,2.34,,,,,,,,
2015-06-06,2015-06-06,67,inactive,,,,,,,,,,,
2015-06-06,2015-06-06,65,inactive,,,,,,,,,,,
2015-06-06,2015-06-06,66,inactive,,,,,,,,,,,
2015-06-06,2015-06-06,70,inactive,,,,,,,,,,,
2015-06-05,2015-06-05,64,inactive,,,,,,,,,,,
2015-06-05,2015-06-05,65,inactive,,,,,,,,,,,
2015-06-05,2015-06-05,70,inactive,,,,,,,,,,,
2015-06-05,2015-06-05,66,inactive,,,,,,,,,,,
2015-06-05,2015-06-05,67,inactive,,,,,,,,,,,
2015-06-05,2015-06-05,63,inactive,,,,,,,,,,,
2015-06-04,2015-06-04,66,inactive,1,,2.42,,,,,,,,
2015-06-04,2015-06-04,67,inactive,,,,,,,,,,,
2015-06-04,2015-06-04,70,inactive,,,,,,,,,,,
2015-06-04,2015-06-04,65,inactive,,,,,,,,,,,
2015-06-04,2015-06-04,63,inactive,2,,1.235,,,,,,,,
2015-06-04,2015-06-04,58,inactive,,,,,,,,,,,
2015-06-04,2015-06-04,64,inactive,,,,,,,,,,,
2015-06-03,2015-06-03,67,inactive,,,,,,,,,,,
2015-06-03,2015-06-03,66,inactive,,,,,,,,,,,
2015-06-03,2015-06-03,65,inactive,,,,,,,,,,,
2015-06-03,2015-06-03,64,inactive,,,,,,,,,,,
2015-06-03,2015-06-03,63,inactive,3,,0.8033333333,,,,,,,,
2015-06-02,2015-06-02,63,inactive,8,,1.50375,,,,,,,,
2015-06-02,2015-06-02,66,inactive,2,,2.41,,,,,,,,
2015-06-02,2015-06-02,64,inactive,,,,,,,,,,,
2015-05-17,2015-05-17,60,inactive,,,,,,,,,,,
2015-05-14,2015-05-14,60,inactive,,,,,,,,,,,
2015-05-11,2015-05-11,60,inactive,,,,,,,,,,,
2015-05-05,2015-05-05,60,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,71,inactive,,,,,,,,,,,
2015-07-08,2015-07-08,71,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,71,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,71,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,71,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,71,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,71,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,71,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,71,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,71,inactive,1,,1.94,,,,,,,,
2015-06-29,2015-06-29,71,inactive,1,,2.29,,,,,,,,
2015-06-28,2015-06-28,71,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,71,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,71,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,71,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,71,inactive,1,,1,,,,,,,,
2015-06-19,2015-06-19,71,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,71,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,71,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,71,inactive,,,,,,,,,,,
2015-06-15,2015-06-15,71,inactive,,,,,,,,,,,
2015-06-14,2015-06-14,71,inactive,,,,,,,,,,,
2015-06-13,2015-06-13,71,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,71,inactive,,,,,,,,,,,
2015-06-11,2015-06-11,71,inactive,,,,,,,,,,,
2015-05-19,2015-05-19,71,inactive,3,,0.99,,,,,,,,
2015-05-18,2015-05-18,71,inactive,8,,1.25,,,,,,,,
2015-05-16,2015-05-16,71,inactive,,,,,,,,,,,
2015-05-15,2015-05-15,71,inactive,,,,,,,,,,,
2015-05-14,2015-05-14,71,inactive,6,,1.281666667,,,,,,,,
2015-05-12,2015-05-12,71,inactive,9,,1.111111111,,,,,,,,
2015-05-10,2015-05-10,71,inactive,7,,1.428571429,,,,,,,1,1
2015-05-08,2015-05-08,71,inactive,11,,0.9090909091,,,,,,,,
2015-05-07,2015-05-07,71,inactive,2,,1.935,,,,,,,,
2015-05-06,2015-05-06,71,inactive,5,,1.8,,,,,,,,
2015-05-05,2015-05-05,71,inactive,3,,0.3333333333,,,,,,,,
2015-05-03,2015-05-03,71,inactive,4,,1.09,,,,,,,,
2015-05-02,2015-05-02,71,inactive,2,,1,,,,,,,,
2015-05-01,2015-05-01,71,inactive,2,,1,,,,,,,,
2015-04-30,2015-04-30,71,inactive,3,,1.37,,,,,,,,
2015-04-29,2015-04-29,71,inactive,,,,,,,,,,,
2015-04-28,2015-04-28,71,inactive,,,,,,,,,,,
2015-04-27,2015-04-27,71,inactive,1,,0,,,,,,,,
2015-04-26,2015-04-26,71,inactive,,,,,,,,,,,
2015-04-25,2015-04-25,71,inactive,,,,,,,,,,,
2015-04-24,2015-04-24,71,inactive,,,,,,,,,,,
2015-04-23,2015-04-23,71,inactive,,,,,,,,,,,
2015-04-22,2015-04-22,71,inactive,,,,,,,,,,,
2015-04-21,2015-04-21,71,inactive,,,,,,,,,,,
2015-09-30,2015-09-30,72,inactive,35,,0.5351428571,,,,,,,,
2015-09-29,2015-09-29,72,inactive,3,,2.53,,,,,,,,
2015-07-10,2015-07-10,73,inactive,,,,,,,,,,,
2015-07-10,2015-07-10,72,inactive,1,,3.13,,,,,,,,
2015-07-09,2015-07-09,73,inactive,,,,,,,,,,,
2015-07-09,2015-07-09,72,inactive,1,,0,,,,,,,,
2015-07-08,2015-07-08,72,inactive,1,,2.44,,,,,,,,
2015-07-08,2015-07-08,73,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,73,inactive,,,,,,,,,,,
2015-07-07,2015-07-07,72,inactive,1,,0,,,,,,,,
2015-07-06,2015-07-06,73,inactive,,,,,,,,,,,
2015-07-06,2015-07-06,72,inactive,,,,,,,,,,,
2015-07-05,2015-07-05,72,inactive,1,,2.83,,,,,,,,
2015-07-05,2015-07-05,73,inactive,1,,0,,,,,,,,
2015-07-04,2015-07-04,72,inactive,,,,,,,,,,,
2015-07-04,2015-07-04,73,inactive,,,,,,,,,,,
2015-07-03,2015-07-03,72,inactive,2,,2.515,,,,,,,,
2015-07-03,2015-07-03,73,inactive,,,,,,,,,,,
2015-07-02,2015-07-02,72,inactive,1,,1,,,,,,,,
2015-07-02,2015-07-02,73,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,72,inactive,,,,,,,,,,,
2015-07-01,2015-07-01,73,inactive,,,,,,,,,,,
2015-06-30,2015-06-30,73,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,73,inactive,,,,,,,,,,,
2015-06-29,2015-06-29,72,inactive,1,,0,,,,,,,,
2015-06-28,2015-06-28,73,inactive,,,,,,,,,,,
2015-06-28,2015-06-28,72,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,73,inactive,,,,,,,,,,,
2015-06-23,2015-06-23,72,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,73,inactive,,,,,,,,,,,
2015-06-22,2015-06-22,72,inactive,,,,,,,,,,,
2015-06-21,2015-06-21,73,inactive,1,,1.85,,,,,,,,
2015-06-21,2015-06-21,72,inactive,2,,1.525,,,,,,,,
2015-06-20,2015-06-20,73,inactive,,,,,,,,,,,
2015-06-20,2015-06-20,72,inactive,,,,,,,,,,,
2015-06-19,2015-06-19,72,inactive,1,,1.82,,,,,,,,
2015-06-19,2015-06-19,73,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,72,inactive,,,,,,,,,,,
2015-06-18,2015-06-18,73,inactive,1,,3.01,,,,,,,,
2015-06-17,2015-06-17,72,inactive,,,,,,,,,,,
2015-06-17,2015-06-17,73,inactive,4,,2.9525,,,,,,,,
2015-06-16,2015-06-16,72,inactive,,,,,,,,,,,
2015-06-16,2015-06-16,73,inactive,2,,2.98,,,,,,,,
2015-06-15,2015-06-15,72,inactive,1,,0.2,,,,,,,,
2015-06-15,2015-06-15,73,inactive,1,,3.09,,,,,,,,
2015-06-14,2015-06-14,72,inactive,2,,1.38,,,,,,,,
2015-06-13,2015-06-13,72,inactive,1,,3.03,,,,,,,,
2015-06-13,2015-06-13,73,inactive,2,,2.625,,,,,,,,
2015-06-12,2015-06-12,72,inactive,,,,,,,,,,,
2015-06-12,2015-06-12,73,inactive,1,,0.28,,,,,,,,
2015-06-11,2015-06-11,72,inactive,3,,1.473333333,,,,,,,,
2015-06-09,2015-06-09,73,inactive,2,,2.225,,,,,,,,
2015-06-07,2015-06-07,73,inactive,7,,1.585714286,,,,,,,,
2015-06-05,2015-06-05,73,inactive,2,,0,,,,,,,,
2015-06-04,2015-06-04,73,inactive,4,,2.185,,,,,,,,
2015-06-03,2015-06-03,73,inactive,1,,2.63,,,,,,,,
2015-06-01,2015-06-01,73,inactive,9,,1.111111111,,,,,,,,
2015-05-26,2015-05-26,73,inactive,11,,0.8281818182,,,,,,,,2
2015-05-24,2015-05-24,73,inactive,37,,1.408108108,,,,,,,,
2015-05-13,2015-05-13,73,inactive,31,,1.436451613,,,,,,,,
2015-04-29,2015-04-29,73,inactive,22,,1.553636364,,,,,,,,
2015-04-29,2015-04-29,72,inactive,7,,1.415714286,,,,,,,,
2015-04-27,2015-04-27,73,inactive,21,,1.404761905,,,,,,,,
2015-04-23,2015-04-23,72,inactive,11,,1.88,,,,,,,,
2015-04-20,2015-04-20,72,inactive,2,,2.595,,,,,,,,
2015-04-19,2015-04-19,72,inactive,7,,1.732857143,,,,,,,,
2015-04-18,2015-04-18,72,inactive,3,,2.293333333,,,,,,,,
2015-04-17,2015-04-17,72,inactive,1,,2.43,,,,,,,,
2015-04-16,2015-04-16,72,inactive,3,,1.856666667,,,,,,,,
2015-04-15,2015-04-15,72,inactive,1,,1.5,,,,,,,,
2015-04-14,2015-04-14,72,inactive,1,,1.5,,,,,,,,
2015-04-13,2015-04-13,72,inactive,2,,2.165,,,,,,,,
2015-04-13,2015-04-13,73,inactive,35,,1.288857143,,,,,,,,
2015-04-12,2015-04-12,72,inactive,1,,2.37,,,,,,,,
2015-04-11,2015-04-11,72,inactive,1,,2.54,,,,,,,,
2015-04-10,2015-04-10,72,inactive,1,,2.24,,,,,,,,
2015-04-09,2015-04-09,72,inactive,2,,2.315,,,,,,,,
2015-04-08,2015-04-08,72,inactive,5,,1.384,,,,,,,,
2015-04-07,2015-04-07,72,inactive,,,,,,,,,,,
2015-04-06,2015-04-06,72,inactive,2,,1.955,,,,,,,,
2015-04-05,2015-04-05,72,inactive,,,,,,,,,,,
2015-04-03,2015-04-03,72,inactive,2,,0,,,,,,,,
2015-04-02,2015-04-02,72,inactive,,,,,,,,,,,
2015-04-01,2015-04-01,72,inactive,2,,2.46,,,,,,,,
2015-03-31,2015-03-31,74,inactive,,,,,,,,,,,
2015-03-30,2015-03-30,74,inactive,,,,,,,,,,,
2015-03-30,2015-03-30,72,inactive,3,,1.556666667,,,,,,,,
2015-03-29,2015-03-29,74,inactive,,,,,,,,,,,
2015-03-28,2015-03-28,72,inactive,1,,2.52,,,,,,,,
2015-03-28,2015-03-28,74,inactive,,,,,,,,,,,
2015-03-27,2015-03-27,72,inactive,1,,2.62,,,,,,,,
2015-03-26,2015-03-26,72,inactive,5,,1.824,,,,,,,,
2015-03-26,2015-03-26,73,inactive,20,,1.7405,,,,,,,,
2015-03-26,2015-03-26,74,inactive,,,,,,,,,,,
2015-03-25,2015-03-25,72,inactive,,,,,,,,,,,
2015-03-24,2015-03-24,72,inactive,2,,2.445,,,,,,,,
2015-03-24,2015-03-24,74,inactive,,,,,,,,,,,
2015-03-24,2015-03-24,75,inactive,,,,,,,,,,,
2015-03-23,2015-03-23,72,inactive,,,,,,,,,,,
2015-03-23,2015-03-23,74,inactive,,,,,,,,,,,
2015-03-23,2015-03-23,73,inactive,2,,1,,,,,,,,
2015-03-22,2015-03-22,74,inactive,,,,,,,,,,,
2015-03-22,2015-03-22,72,inactive,5,,1.33,,,,,,,,
2015-03-22,2015-03-22,73,inactive,5,,2.172,,,,,,,,
2015-03-21,2015-03-21,74,inactive,,,,,,,,,,,
2015-03-21,2015-03-21,75,inactive,7,,7.142857143,,,,,,,,
2015-03-21,2015-03-21,72,inactive,,,,,,,,,,,
2015-03-20,2015-03-20,73,inactive,3,,5.31,,,,,,,,
2015-03-20,2015-03-20,75,inactive,5,,4.624,,,,,,,,
2015-03-18,2015-03-18,75,inactive,14,,3.571428571,,,,,,,,
2015-03-16,2015-03-16,75,inactive,19,,2.631578947,,,,,,,,
2015-03-15,2015-03-15,75,inactive,15,,3.333333333,,,,,,,1,
2015-03-13,2015-03-13,75,inactive,8,,6.25,,,,,,,,
2015-03-08,2015-03-08,75,inactive,27,,1.851851852,,,,,,,,
2015-03-03,2015-03-03,75,inactive,12,,3.333333333,,,,,,,,
2015-03-03,2015-03-03,76,inactive,,,,,,,,,,,
2015-03-02,2015-03-02,76,inactive,1,,10,,,,,,,,
2015-03-02,2015-03-02,77,inactive,1,,5.5,,,,,,,,
2015-03-01,2015-03-01,77,inactive,4,,5,,,,,,,,
2015-03-01,2015-03-01,75,inactive,12,,1.666666667,,,,,,,,
2015-03-01,2015-03-01,76,inactive,2,,5,,,,,,,,
2015-02-28,2015-02-28,76,inactive,1,,6.54,,,,,,,,
2015-02-28,2015-02-28,75,inactive,8,,2.5,,,,,,,,
2015-02-28,2015-02-28,77,inactive,1,,12.9,,,,,,,,
2015-02-27,2015-02-27,75,inactive,6,,3.333333333,,,,,,,,
2015-02-26,2015-02-26,75,inactive,7,,2.857142857,,,,,,,,
2015-02-25,2015-02-25,75,inactive,5,,4,,,,,,,,
2015-02-24,2015-02-24,75,inactive,15,,1.333333333,,,,,,,,
2015-02-23,2015-02-23,75,inactive,11,,1.561818182,,,,,,,,
2015-02-22,2015-02-22,75,inactive,9,,2.56,,,,,,,,
2015-02-21,2015-02-21,75,inactive,4,,5.28,,,,,,,,
2015-02-20,2015-02-20,75,inactive,6,,4.178333333,,,,,,,,
2015-02-18,2015-02-18,75,inactive,2,,7.375,,,,,,,,
2015-02-17,2015-02-17,75,inactive,2,,5,,,,,,,,
2015-02-16,2015-02-16,75,inactive,4,,5.39,,,,,,,,
2015-02-15,2015-02-15,75,inactive,4,,7.4225,,,,,,,,
2015-02-13,2015-02-13,75,inactive,,,,,,,,,,,
2014-12-12,2014-12-12,78,inactive,,,,,,,,,,,
2014-12-10,2014-12-10,78,inactive,,,,,,,,,,,
2014-03-03,2014-03-03,74,inactive,,,,,,,,,,,
2014-03-02,2014-03-02,74,inactive,,,,,,,,,,,
2014-03-01,2014-03-01,74,inactive,,,,,,,,,,,
2014-02-27,2014-02-27,74,inactive,,,,,,,,,,,
2014-02-26,2014-02-26,74,inactive,,,,,,,,,,,
2014-02-25,2014-02-25,74,inactive,,,,,,,,,,,
2014-02-24,2014-02-24,74,inactive,,,,,,,,,,,
2014-02-23,2014-02-23,74,inactive,,,,,,,,,,,
2014-02-22,2014-02-22,74,inactive,,,,,,,,,,,
2014-02-21,2014-02-21,74,inactive,,,,,,,,,,,